timestamps,TP9,AF7,AF8,TP10,Right AUX
1673935183.074,964.844,965.332,965.820,965.332,0.000
1673935183.078,964.844,965.820,965.820,965.332,0.000
1673935183.082,964.844,965.820,965.332,965.820,0.000
1673935183.086,964.844,965.332,966.309,965.332,0.000
1673935183.089,975.098,976.074,970.703,976.074,0.000
1673935183.093,923.340,924.316,916.504,924.316,0.000
1673935183.098,982.422,983.398,-972.168,983.398,0.000
1673935183.102,938.477,939.453,548.340,939.453,0.000
1673935183.106,-403.809,-403.809,-749.512,-403.320,0.000
1673935183.110,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.114,-933.594,-933.594,-950.684,-933.594,0.000
1673935183.117,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.121,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.125,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.129,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.133,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.137,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.140,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.145,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.149,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.153,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.157,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.161,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.164,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.168,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.172,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.176,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.180,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.184,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.187,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.192,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.196,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.200,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.204,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.208,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.212,-1000.000,-1000.000,-995.117,-1000.000,0.000
1673935183.215,-1000.000,-1000.000,-998.535,-1000.000,0.000
1673935183.219,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.223,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.227,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.231,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.235,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.239,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.243,-980.957,-980.957,-977.539,-980.957,0.000
1673935183.247,-969.727,-969.727,-979.492,-970.215,0.000
1673935183.251,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.255,84.473,84.961,126.953,88.867,0.000
1673935183.259,-904.297,-903.320,-913.086,-902.832,0.000
1673935183.262,910.645,911.133,913.086,911.133,0.000
1673935183.266,958.984,959.961,960.449,960.449,0.000
1673935183.270,965.332,966.309,966.797,966.309,0.000
1673935183.274,964.844,965.332,965.332,965.332,0.000
1673935183.278,964.844,965.332,965.332,965.332,0.000
1673935183.282,964.844,965.332,965.820,965.332,0.000
1673935183.286,964.844,965.332,965.820,965.820,0.000
1673935183.290,964.844,965.332,965.332,965.332,0.000
1673935183.294,964.844,965.332,965.332,965.332,0.000
1673935183.298,964.844,965.820,965.332,965.332,0.000
1673935183.302,964.355,965.820,965.332,965.332,0.000
1673935183.305,964.844,965.820,965.820,965.332,0.000
1673935183.309,964.844,965.820,965.820,965.332,0.000
1673935183.313,964.355,965.332,965.332,965.332,0.000
1673935183.317,964.844,965.820,965.332,965.332,0.000
1673935183.321,964.844,965.332,965.332,965.332,0.000
1673935183.325,964.844,965.332,965.820,965.332,0.000
1673935183.328,964.844,965.332,965.820,965.332,0.000
1673935183.333,964.844,965.332,966.309,965.332,0.000
1673935183.337,964.355,965.332,962.891,965.332,0.000
1673935183.341,964.844,965.332,959.473,965.332,0.000
1673935183.345,965.332,965.820,998.535,965.820,0.000
1673935183.348,961.914,966.309,726.074,963.379,0.000
1673935183.352,906.738,902.832,750.977,906.250,0.000
1673935183.356,-900.879,-895.996,932.129,-899.414,0.000
1673935183.360,128.418,186.523,-193.848,143.555,0.000
1673935183.364,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.368,-976.074,-984.375,-1000.000,-978.027,0.000
1673935183.371,-977.539,-973.145,-227.051,-976.562,0.000
1673935183.375,-1000.000,-1000.000,-469.727,-1000.000,0.000
1673935183.380,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.384,-1000.000,-1000.000,-958.496,-1000.000,0.000
1673935183.388,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.391,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.395,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.399,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.403,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.407,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.411,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.414,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.418,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.422,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.427,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.430,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.434,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.438,-1000.000,-1000.000,-998.535,-1000.000,0.000
1673935183.442,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.446,-1000.000,-1000.000,-996.582,-1000.000,0.000
1673935183.450,-1000.000,-1000.000,-967.285,-1000.000,0.000
1673935183.454,-1000.000,-1000.000,-993.652,-1000.000,0.000
1673935183.457,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.461,-1000.000,-1000.000,-998.047,-1000.000,0.000
1673935183.465,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.469,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.474,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.478,-1000.000,-1000.000,-999.512,-1000.000,0.000
1673935183.481,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.485,-927.734,-927.734,-929.688,-927.734,0.000
1673935183.489,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.493,-423.340,-416.992,-401.367,-416.992,0.000
1673935183.497,957.031,960.938,955.078,960.938,0.000
1673935183.501,982.910,982.910,983.887,982.422,0.000
1673935183.504,921.387,922.363,922.852,922.363,0.000
1673935183.508,977.051,977.539,977.539,977.539,0.000
1673935183.512,964.844,965.332,965.820,965.332,0.000
1673935183.516,964.844,965.332,965.332,965.332,0.000
1673935183.521,964.844,965.820,965.820,965.332,0.000
1673935183.525,964.844,965.820,965.332,965.332,0.000
1673935183.529,964.844,965.332,965.332,965.332,0.000
1673935183.532,964.355,965.332,965.332,965.332,0.000
1673935183.536,964.844,965.332,965.820,965.332,0.000
1673935183.540,964.355,965.820,965.820,965.332,0.000
1673935183.544,964.355,965.820,965.332,965.332,0.000
1673935183.548,964.844,965.332,965.332,965.332,0.000
1673935183.552,964.844,965.332,965.332,965.820,0.000
1673935183.555,964.844,965.820,965.332,965.332,0.000
1673935183.559,964.844,965.820,965.332,965.332,0.000
1673935183.563,964.844,965.332,965.332,965.332,0.000
1673935183.568,964.844,965.820,965.820,965.332,0.000
1673935183.572,964.844,965.332,967.285,965.820,0.000
1673935183.576,964.844,965.332,958.496,965.332,0.000
1673935183.579,964.844,965.332,979.004,965.332,0.000
1673935183.583,975.586,976.074,944.336,976.074,0.000
1673935183.587,923.340,923.828,819.336,924.316,0.000
1673935183.591,982.422,983.398,-993.652,983.398,0.000
1673935183.595,938.477,939.453,791.992,939.453,0.000
1673935183.599,-403.809,-403.320,-562.012,-403.320,0.000
1673935183.602,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.606,-933.594,-933.594,-941.406,-933.594,0.000
1673935183.610,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.615,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.619,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.622,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.626,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.630,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.634,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.638,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.642,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.646,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.649,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.653,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.657,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.662,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.666,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.670,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.673,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.677,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.681,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.685,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.689,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.693,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.696,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.700,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.704,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.709,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.712,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.716,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.720,-988.281,-988.281,-979.004,-987.793,0.000
1673935183.724,-957.031,-957.031,-979.980,-958.008,0.000
1673935183.728,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.732,-18.066,-17.578,109.375,-10.254,0.000
1673935183.736,-917.969,-916.992,-924.805,-916.016,0.000
1673935183.739,920.898,921.875,918.945,920.898,0.000
1673935183.743,952.637,953.613,958.008,953.613,0.000
1673935183.747,966.797,967.773,967.285,967.773,0.000
1673935183.751,964.844,965.332,965.332,965.820,0.000
1673935183.755,964.844,965.332,965.332,965.332,0.000
1673935183.759,964.844,965.332,965.332,965.332,0.000
1673935183.763,964.844,965.332,965.332,965.332,0.000
1673935183.767,964.844,965.332,965.332,965.332,0.000
1673935183.771,964.844,965.332,965.820,965.332,0.000
1673935183.775,964.844,965.332,965.820,965.332,0.000
1673935183.779,964.844,965.332,965.332,965.332,0.000
1673935183.782,964.844,965.332,965.332,965.332,0.000
1673935183.786,964.355,965.332,965.820,965.332,0.000
1673935183.790,964.844,965.332,965.332,965.332,0.000
1673935183.794,964.844,965.332,965.332,965.332,0.000
1673935183.798,964.844,965.332,965.332,965.332,0.000
1673935183.802,964.844,965.332,965.332,965.332,0.000
1673935183.806,964.844,965.332,965.332,965.332,0.000
1673935183.810,964.844,965.820,967.773,965.820,0.000
1673935183.814,965.332,966.309,955.566,966.309,0.000
1673935183.818,901.855,902.832,928.711,902.344,0.000
1673935183.821,-896.973,-895.996,-979.980,-896.484,0.000
1673935183.825,185.547,186.035,11.230,186.523,0.000
1673935183.829,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.833,-984.375,-984.375,-975.098,-984.375,0.000
1673935183.837,-973.145,-973.145,-980.957,-973.145,0.000
1673935183.841,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.844,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.849,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.853,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.857,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.861,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.865,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.868,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.872,-1000.000,-1000.000,-982.422,-1000.000,0.000
1673935183.876,-1000.000,-1000.000,-991.211,-1000.000,0.000
1673935183.880,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.884,-1000.000,-1000.000,-999.023,-1000.000,0.000
1673935183.888,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.892,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.896,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.900,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.904,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.908,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.912,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.916,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.919,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.923,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.927,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.931,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.935,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.939,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.943,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.947,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.951,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.955,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.959,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.962,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.966,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.970,-1000.000,-1000.000,-999.023,-1000.000,0.000
1673935183.974,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.978,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.982,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.986,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.990,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.994,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935183.998,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935184.002,-937.988,-937.988,-934.570,-937.988,0.000
1673935184.006,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935184.009,-221.680,-221.191,-276.367,-221.191,0.000
1673935184.013,-964.355,-963.379,-982.422,-963.379,0.000
1673935184.017,948.242,949.219,958.008,949.219,0.000
1673935184.021,937.500,938.477,934.082,937.988,0.000
1673935184.025,971.191,972.168,973.633,972.168,0.000
1673935184.029,964.844,965.332,965.332,965.332,0.000
1673935184.033,964.844,965.332,965.820,965.332,0.000
1673935184.037,964.844,965.332,965.820,965.332,0.000
1673935184.041,964.844,965.332,965.332,965.332,0.000
1673935184.045,964.844,965.332,965.332,965.332,0.000
1673935184.049,964.844,965.332,965.332,965.332,0.000
1673935184.052,964.844,965.332,965.332,965.332,0.000
1673935184.056,964.844,965.820,965.332,965.332,0.000
1673935184.060,964.844,965.332,965.332,965.820,0.000
1673935184.064,964.844,965.332,965.332,965.332,0.000
1673935184.068,964.844,965.820,965.332,965.332,0.000
1673935184.072,964.844,965.332,965.332,965.332,0.000
1673935184.076,964.844,965.820,965.332,965.332,0.000
1673935184.079,964.844,965.820,965.820,965.332,0.000
1673935184.084,964.844,965.332,965.820,965.332,0.000
1673935184.088,964.844,965.820,965.820,965.332,0.000
1673935184.092,964.844,965.820,965.820,965.332,0.000
1673935184.095,964.844,965.332,965.332,965.332,0.000
1673935184.099,964.844,965.332,965.820,965.332,0.000
1673935184.103,964.844,965.332,966.797,965.332,0.000
1673935184.107,975.098,976.074,967.285,976.074,0.000
1673935184.111,891.602,892.578,906.738,892.578,0.000
1673935184.115,-898.438,-898.438,-920.898,-897.461,0.000
1673935184.118,381.836,397.949,249.512,382.324,0.000
1673935184.122,-996.094,-987.793,-1000.000,-996.094,0.000
1673935184.126,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935184.131,-957.520,-956.055,-966.309,-957.520,0.000
1673935184.135,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935184.138,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935184.142,-1000.000,-1000.000,-942.871,-1000.000,0.000
1673935184.146,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935184.150,-1000.000,-1000.000,-692.383,-1000.000,0.000
1673935184.154,-1000.000,-1000.000,445.801,-1000.000,0.000
1673935184.158,-1000.000,-1000.000,-407.715,-1000.000,0.000
1673935184.161,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935184.165,-1000.000,-1000.000,-935.547,-1000.000,0.000
1673935184.169,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935184.173,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935184.177,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935184.181,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935184.185,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935184.189,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935184.193,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935184.197,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935184.200,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935184.204,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935184.208,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935184.212,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935184.216,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935184.220,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935184.224,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935184.228,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935184.232,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935184.236,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935184.240,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935184.243,-958.984,-958.984,-957.031,-958.496,0.000
1673935184.247,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935184.251,-974.609,-974.609,-813.477,-968.262,0.000
1673935184.255,368.164,368.652,488.281,377.441,0.000
1673935184.259,-909.180,-907.715,-940.918,-909.180,0.000
1673935184.263,897.949,898.438,909.668,898.438,0.000
1673935184.266,972.168,972.656,971.191,973.145,0.000
1673935184.271,964.844,965.332,965.332,965.332,0.000
1673935184.275,964.844,965.332,965.332,965.332,0.000
1673935184.279,964.844,965.332,965.820,965.820,0.000
1673935184.283,964.844,965.332,965.332,965.332,0.000
1673935184.287,964.844,965.332,965.820,965.332,0.000
1673935184.290,964.844,965.332,965.332,965.332,0.000
1673935184.294,964.844,965.820,965.332,965.332,0.000
1673935184.298,964.844,965.820,965.332,965.332,0.000
1673935184.302,964.844,965.332,965.332,965.332,0.000
1673935184.306,964.844,965.332,965.332,965.332,0.000
1673935184.310,964.844,965.332,965.820,965.332,0.000
1673935184.314,964.355,965.332,965.820,965.332,0.000
1673935184.318,964.844,965.332,965.332,965.332,0.000
1673935184.322,964.844,965.820,965.820,965.332,0.000
1673935184.326,964.355,965.820,965.332,965.332,0.000
1673935184.330,964.844,965.332,966.309,965.332,0.000
1673935184.334,980.469,981.445,969.727,981.445,0.000
1673935184.337,890.137,890.625,903.320,890.625,0.000
1673935184.341,-916.016,-915.527,-908.691,-915.527,0.000
1673935184.345,562.500,562.988,318.848,562.988,0.000
1673935184.349,-891.602,-891.602,-937.988,-891.602,0.000
1673935184.353,-1000.000,-1000.000,-573.730,-1000.000,0.000
1673935184.357,-942.871,-942.871,-771.973,-942.871,0.000
1673935184.360,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935184.365,-1000.000,-1000.000,-972.168,-1000.000,0.000
1673935184.369,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935184.373,-1000.000,-1000.000,-976.562,-1000.000,0.000
1673935184.377,-1000.000,-1000.000,-992.676,-1000.000,0.000
1673935184.380,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935184.384,-1000.000,-1000.000,-998.535,-1000.000,0.000
1673935184.388,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935184.392,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935184.396,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935184.400,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935184.404,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935184.407,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935184.412,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935184.416,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935184.420,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935184.424,-1000.000,-1000.000,-977.539,-1000.000,0.000
1673935184.427,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935184.431,-1000.000,-1000.000,-809.082,-1000.000,0.000
1673935184.435,-1000.000,-1000.000,-640.625,-1000.000,0.000
1673935184.439,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935184.443,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935184.447,-1000.000,-1000.000,-986.328,-1000.000,0.000
1673935184.450,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935184.454,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935184.459,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935184.463,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935184.466,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935184.470,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935184.474,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935184.478,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935184.482,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935184.486,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935184.490,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935184.493,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935184.497,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935184.501,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935184.506,-937.988,-937.988,-938.965,-937.988,0.000
1673935184.509,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673935184.513,-221.680,-221.191,-209.473,-221.191,0.000
1673935184.517,-964.355,-963.379,-960.449,-963.379,0.000
1673935184.521,948.242,949.219,947.266,949.219,0.000
1673935184.525,937.500,937.988,939.453,937.988,0.000
1673935184.529,971.191,972.168,972.168,972.168,0.000
1673935184.533,964.844,965.332,965.332,965.820,0.000
1673935184.536,964.844,965.332,965.332,965.332,0.000
1673935184.540,964.355,965.820,965.332,965.332,0.000
1673935184.544,964.844,965.820,965.332,965.332,0.000
1673935184.548,964.844,965.332,965.332,965.332,0.000
1673935184.552,964.355,965.332,965.332,965.332,0.000
1673935184.556,964.355,965.332,965.332,965.332,0.000
1673935184.560,964.844,965.820,965.820,965.820,0.000
1673935184.564,964.844,965.820,965.332,965.820,0.000
1673935184.568,964.844,965.332,965.332,965.820,0.000
1673935184.572,964.844,965.332,965.332,965.820,0.000
1673935184.575,964.844,965.332,965.332,965.332,0.000
1673935184.579,964.355,965.332,965.332,965.332,0.000
1673935184.583,964.844,965.332,965.332,965.332,0.000
1673935184.587,964.844,965.332,965.332,965.332,0.000
1673935184.591,964.844,965.332,965.332,965.332,0.000
1673935184.595,964.844,965.332,965.332,965.332,0.000
1673935184.599,964.355,965.332,965.332,965.332,0.000
