timestamps,TP9,AF7,AF8,TP10,Right AUX
1673934644.510,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934644.513,-1000.000,-1000.000,-998.535,-1000.000,0.000
1673934644.517,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934644.520,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934644.524,-1000.000,-1000.000,-950.195,-1000.000,0.000
1673934644.528,-1000.000,-1000.000,-973.145,-1000.000,0.000
1673934644.534,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934644.538,-1000.000,-1000.000,-996.582,-1000.000,0.000
1673934644.541,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934644.545,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934644.548,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934644.552,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934644.556,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934644.559,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934644.563,-1000.000,-1000.000,-996.582,-1000.000,0.000
1673934644.566,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934644.570,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934644.573,-937.988,-937.988,-937.500,-937.988,0.000
1673934644.580,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934644.583,-221.680,-221.191,-220.215,-221.191,0.000
1673934644.587,-963.867,-963.379,-962.891,-963.379,0.000
1673934644.591,948.242,949.219,949.219,948.730,0.000
1673934644.594,937.500,937.988,938.477,937.988,0.000
1673934644.598,971.191,972.168,972.168,972.168,0.000
1673934644.601,964.844,965.332,965.332,965.332,0.000
1673934644.605,964.844,965.332,965.332,965.332,0.000
1673934644.609,964.844,965.332,965.332,965.332,0.000
1673934644.612,964.355,965.332,965.332,965.332,0.000
1673934644.616,964.844,965.332,965.332,965.332,0.000
1673934644.619,964.844,965.820,965.820,965.332,0.000
1673934644.625,964.844,965.332,965.332,965.332,0.000
1673934644.629,964.844,965.820,965.332,965.332,0.000
1673934644.633,964.844,965.820,965.332,965.332,0.000
1673934644.636,964.844,965.820,965.820,965.820,0.000
1673934644.640,964.844,965.820,965.820,965.332,0.000
1673934644.643,964.844,965.332,965.332,965.332,0.000
1673934644.647,964.844,965.820,965.820,965.820,0.000
1673934644.651,964.844,965.820,965.820,965.820,0.000
1673934644.654,964.844,965.332,965.820,965.332,0.000
1673934644.658,971.680,971.680,973.633,972.168,0.000
1673934644.661,937.500,940.430,923.340,938.477,0.000
1673934644.665,948.730,945.312,996.582,948.730,0.000
1673934644.671,-964.355,-956.055,840.820,-963.379,0.000
1673934644.675,-221.680,-193.848,-457.520,-219.727,0.000
1673934644.678,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934644.682,-937.988,-939.941,-943.848,-937.988,0.000
1673934644.685,-1000.000,-999.512,-1000.000,-1000.000,0.000
1673934644.689,-1000.000,-1000.000,-987.305,-1000.000,0.000
1673934644.693,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934644.696,-1000.000,-1000.000,-875.977,-1000.000,0.000
1673934644.700,-1000.000,-1000.000,-797.363,-1000.000,0.000
1673934644.703,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934644.707,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934644.711,-1000.000,-1000.000,-994.141,-1000.000,0.000
1673934644.718,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934644.721,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934644.725,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934644.729,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934644.732,-1000.000,-1000.000,-999.023,-1000.000,0.000
1673934644.736,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934644.739,-1000.000,-1000.000,-950.195,-1000.000,0.000
1673934644.743,-1000.000,-1000.000,-957.031,-1000.000,0.000
1673934644.747,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934644.750,-1000.000,-1000.000,-997.559,-1000.000,0.000
1673934644.754,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934644.758,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934644.764,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934644.768,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934644.772,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934644.775,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934644.779,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934644.783,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934644.786,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934644.790,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934644.794,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934644.797,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934644.801,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934644.805,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934644.811,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934644.815,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934644.818,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934644.822,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934644.826,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934644.829,-927.246,-927.734,-927.734,-927.734,0.000
1673934644.833,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934644.837,-430.176,-416.992,-451.660,-416.992,0.000
1673934644.840,953.613,960.938,939.453,961.426,0.000
1673934644.844,984.375,982.910,990.234,982.910,0.000
1673934644.848,920.410,922.363,919.922,922.363,0.000
1673934644.851,977.539,977.539,978.516,977.539,0.000
1673934644.858,964.844,965.820,965.332,965.332,0.000
1673934644.861,964.844,965.332,965.332,965.332,0.000
1673934644.865,964.844,965.332,965.820,965.820,0.000
1673934644.869,964.844,965.332,965.820,965.820,0.000
1673934644.872,964.844,965.332,965.332,965.820,0.000
1673934644.876,964.844,965.820,965.332,965.820,0.000
1673934644.880,964.844,965.820,965.332,965.332,0.000
1673934644.883,964.355,965.820,965.820,965.332,0.000
1673934644.887,964.844,965.332,965.332,965.820,0.000
1673934644.891,964.844,965.332,965.332,965.332,0.000
1673934644.894,964.844,965.332,965.332,965.332,0.000
1673934644.898,964.844,965.332,965.820,965.820,0.000
1673934644.904,964.844,965.332,965.332,965.332,0.000
1673934644.908,964.844,965.332,965.332,965.332,0.000
1673934644.911,964.844,965.332,965.332,965.332,0.000
1673934644.915,964.844,965.332,965.332,965.332,0.000
1673934644.919,978.516,979.004,976.074,979.004,0.000
1673934644.922,910.645,911.133,906.250,911.133,0.000
1673934644.926,-982.422,-981.934,-951.172,-981.934,0.000
1673934644.930,826.660,827.148,632.324,827.148,0.000
1673934644.933,-576.660,-576.660,-738.281,-576.660,0.000
1673934644.937,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934644.941,-933.594,-933.105,-945.312,-933.105,0.000
1673934644.944,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934644.950,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934644.954,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934644.958,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934644.962,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934644.965,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934644.969,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934644.973,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934644.976,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934644.980,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934644.984,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934644.987,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934644.991,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934644.997,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.001,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.004,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.008,-1000.000,-1000.000,-981.445,-1000.000,0.000
1673934645.012,-937.988,-937.988,-979.004,-938.477,0.000
1673934645.015,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.019,-221.680,-221.191,65.430,-211.914,0.000
1673934645.023,-964.355,-963.379,-943.848,-960.938,0.000
1673934645.026,948.730,949.219,928.711,947.754,0.000
1673934645.030,937.500,937.988,953.613,938.965,0.000
1673934645.034,971.680,972.168,968.750,972.168,0.000
1673934645.037,964.844,965.332,965.332,965.332,0.000
1673934645.043,964.844,965.332,965.332,965.332,0.000
1673934645.047,964.844,965.820,965.820,965.332,0.000
1673934645.051,964.844,965.332,965.332,965.332,0.000
1673934645.054,964.844,965.332,965.332,965.820,0.000
1673934645.058,964.844,965.332,965.332,965.332,0.000
1673934645.062,964.844,965.820,965.332,965.332,0.000
1673934645.065,964.355,965.820,965.332,965.332,0.000
1673934645.069,964.844,965.332,965.332,965.332,0.000
1673934645.073,964.844,965.332,966.797,965.820,0.000
1673934645.076,965.820,970.215,962.891,968.750,0.000
1673934645.080,901.855,897.949,909.668,899.902,0.000
1673934645.084,-896.973,-894.531,-909.668,-895.020,0.000
1673934645.090,185.547,265.137,146.484,234.863,0.000
1673934645.094,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.098,-984.375,-997.070,-908.203,-992.188,0.000
1673934645.101,-973.145,-966.797,-892.090,-969.238,0.000
1673934645.105,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.109,-1000.000,-1000.000,-998.535,-1000.000,0.000
1673934645.112,-1000.000,-1000.000,-999.512,-1000.000,0.000
1673934645.116,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.120,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.124,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.127,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.131,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.137,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.141,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.145,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.148,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.152,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.156,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.160,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.163,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.167,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.171,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.174,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.178,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.184,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.188,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.192,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.195,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.199,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.203,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.206,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.210,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.214,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.218,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.221,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.225,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.231,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.235,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.238,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.242,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.246,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.250,-937.988,-937.988,-937.988,-937.988,0.000
1673934645.253,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.257,-221.680,-221.191,-221.191,-221.191,0.000
1673934645.261,-964.355,-963.379,-963.379,-963.379,0.000
1673934645.265,948.242,949.219,949.219,949.219,0.000
1673934645.268,937.500,938.477,938.477,937.988,0.000
1673934645.272,971.680,972.168,972.168,972.168,0.000
1673934645.278,964.844,965.332,965.332,965.332,0.000
1673934645.282,964.844,965.332,965.332,965.332,0.000
1673934645.285,964.844,965.332,965.332,965.332,0.000
1673934645.289,964.844,965.820,965.332,965.332,0.000
1673934645.293,964.844,965.332,965.332,965.332,0.000
1673934645.296,964.844,965.332,965.332,965.332,0.000
1673934645.300,964.844,965.332,965.820,965.820,0.000
1673934645.304,964.844,965.820,965.820,965.332,0.000
1673934645.308,964.844,965.820,965.332,965.332,0.000
1673934645.311,964.844,965.332,965.332,965.332,0.000
1673934645.315,964.844,965.820,965.332,965.820,0.000
1673934645.319,964.844,965.332,965.332,965.332,0.000
1673934645.325,964.844,965.332,965.820,965.332,0.000
1673934645.328,964.844,965.332,965.820,965.332,0.000
1673934645.332,964.355,965.332,965.820,965.332,0.000
1673934645.336,964.355,965.332,965.820,965.332,0.000
1673934645.339,975.586,979.004,972.656,978.027,0.000
1673934645.343,891.602,890.625,897.461,891.602,0.000
1673934645.347,-899.902,-904.297,-899.414,-902.832,0.000
1673934645.351,399.902,475.098,320.801,448.730,0.000
1673934645.354,-986.328,-947.754,-1000.000,-961.426,0.000
1673934645.358,-1000.000,-1000.000,-981.445,-1000.000,0.000
1673934645.362,-956.055,-949.707,-951.660,-952.148,0.000
1673934645.366,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.371,-1000.000,-1000.000,-998.535,-1000.000,0.000
1673934645.375,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.378,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.382,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.386,-1000.000,-1000.000,-959.961,-1000.000,0.000
1673934645.390,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.393,-1000.000,-1000.000,-744.629,-1000.000,0.000
1673934645.397,-1000.000,-1000.000,-330.078,-1000.000,0.000
1673934645.401,-1000.000,-1000.000,-931.152,-1000.000,0.000
1673934645.405,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.408,-1000.000,-1000.000,-967.285,-1000.000,0.000
1673934645.412,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.417,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.421,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.425,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.429,-973.145,-971.191,-956.543,-964.355,0.000
1673934645.432,-984.375,-989.258,-1000.000,-1000.000,0.000
1673934645.436,-1000.000,-1000.000,-825.195,-1000.000,0.000
1673934645.440,185.547,213.867,495.605,302.734,0.000
1673934645.444,-896.973,-897.949,-935.059,-903.809,0.000
1673934645.447,901.855,902.344,905.762,900.391,0.000
1673934645.451,965.332,967.285,973.145,970.703,0.000
1673934645.455,964.844,965.820,965.332,965.820,0.000
1673934645.459,964.844,965.820,965.332,965.820,0.000
1673934645.465,964.844,965.332,965.820,965.820,0.000
1673934645.468,964.844,965.332,965.332,965.820,0.000
1673934645.472,964.844,965.332,965.332,965.332,0.000
1673934645.476,964.844,965.332,965.820,965.332,0.000
1673934645.480,964.844,965.332,965.332,965.820,0.000
1673934645.483,964.844,965.332,965.332,965.332,0.000
1673934645.487,964.844,965.820,965.820,965.332,0.000
1673934645.491,964.355,965.332,965.820,965.332,0.000
1673934645.495,968.750,969.238,973.145,969.727,0.000
1673934645.498,945.312,947.266,925.293,945.801,0.000
1673934645.502,934.082,932.129,994.141,934.570,0.000
1673934645.506,-937.500,-932.129,846.680,-936.523,0.000
1673934645.512,-120.117,-97.656,-447.754,-120.117,0.000
1673934645.516,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.519,-946.289,-948.730,-307.617,-946.289,0.000
1673934645.523,-995.117,-993.652,-544.922,-995.117,0.000
1673934645.527,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.531,-1000.000,-1000.000,-963.379,-1000.000,0.000
1673934645.534,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.538,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.542,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.545,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.549,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.553,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.559,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.563,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.566,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.570,-1000.000,-1000.000,-994.629,-1000.000,0.000
1673934645.574,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.578,-1000.000,-1000.000,-927.246,-1000.000,0.000
1673934645.581,-1000.000,-1000.000,-905.273,-1000.000,0.000
1673934645.585,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.589,-1000.000,-1000.000,-999.023,-1000.000,0.000
1673934645.593,-1000.000,-1000.000,-998.535,-1000.000,0.000
1673934645.596,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.600,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.606,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.610,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.613,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.617,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.621,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.625,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.628,-937.988,-937.988,-939.453,-937.988,0.000
1673934645.632,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.636,-221.680,-221.191,-206.055,-221.191,0.000
1673934645.640,-963.867,-963.379,-959.961,-963.379,0.000
1673934645.643,948.242,949.219,947.266,949.219,0.000
1673934645.647,937.500,938.477,939.453,938.477,0.000
1673934645.653,971.191,972.168,971.680,972.168,0.000
1673934645.656,964.844,965.820,965.332,965.332,0.000
1673934645.660,964.844,965.332,965.820,965.332,0.000
1673934645.664,964.844,965.332,965.332,965.332,0.000
1673934645.668,964.844,965.820,965.332,965.332,0.000
1673934645.672,964.844,965.820,965.332,965.332,0.000
1673934645.675,964.844,965.332,965.332,965.332,0.000
1673934645.679,964.844,965.332,965.332,965.332,0.000
1673934645.683,964.844,965.332,965.332,965.332,0.000
1673934645.687,964.844,965.332,965.332,965.332,0.000
1673934645.690,964.844,965.820,965.332,965.332,0.000
1673934645.694,964.844,965.820,965.332,965.332,0.000
1673934645.700,964.844,965.820,970.215,965.820,0.000
1673934645.703,964.355,966.309,937.012,966.309,0.000
1673934645.707,903.320,902.832,969.727,902.832,0.000
1673934645.711,-897.949,-895.996,944.824,-895.996,0.000
1673934645.715,169.434,186.523,-477.051,186.523,0.000
1673934645.718,-1000.000,-1000.000,-210.938,-1000.000,0.000
1673934645.722,-981.934,-984.375,327.637,-984.375,0.000
1673934645.726,-974.609,-973.145,-1000.000,-973.145,0.000
1673934645.730,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.733,-1000.000,-1000.000,-960.938,-1000.000,0.000
1673934645.737,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.741,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.746,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.750,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.754,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.757,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.761,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.765,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.769,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.773,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.776,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.780,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.784,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.788,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.793,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.796,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.800,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.804,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.808,-937.988,-937.988,-937.988,-937.988,0.000
1673934645.812,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.815,-221.680,-221.191,-228.027,-221.191,0.000
1673934645.819,-964.355,-963.379,-967.285,-963.379,0.000
1673934645.823,948.730,949.219,950.684,949.219,0.000
1673934645.827,937.500,938.477,937.500,937.988,0.000
1673934645.830,971.680,972.168,972.656,972.168,0.000
1673934645.834,964.844,965.820,965.332,965.820,0.000
1673934645.840,964.844,965.820,965.332,965.332,0.000
1673934645.844,964.844,965.332,965.332,965.332,0.000
1673934645.848,964.844,965.332,965.332,965.332,0.000
1673934645.851,964.844,965.332,965.332,965.332,0.000
1673934645.855,964.844,965.820,965.332,965.332,0.000
1673934645.859,964.355,965.332,965.332,965.332,0.000
1673934645.863,964.844,965.332,965.820,965.332,0.000
1673934645.866,964.844,965.332,965.820,965.332,0.000
1673934645.870,964.844,965.332,965.332,965.332,0.000
1673934645.874,964.844,965.820,965.820,965.332,0.000
1673934645.878,976.562,979.004,970.215,978.516,0.000
1673934645.881,890.625,890.625,899.414,890.625,0.000
1673934645.887,-902.344,-904.785,-901.367,-903.809,0.000
1673934645.891,432.129,475.098,282.715,463.867,0.000
1673934645.895,-969.727,-947.754,-1000.000,-953.125,0.000
1673934645.898,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.902,-953.125,-949.707,-965.332,-950.684,0.000
1673934645.906,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.910,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.914,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.917,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.921,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.925,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.929,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.934,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.938,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.942,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.946,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.949,-1000.000,-1000.000,-993.164,-1000.000,0.000
1673934645.953,-1000.000,-1000.000,-1000.000,-1000.000,0.000
1673934645.957,-1000.000,-1000.000,-908.691,-1000.000,0.000
1673934645.961,-1000.000,-1000.000,-882.812,-1000.000,0.000
